epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,2563.71,0.81501,1.38233,0.81746,0.87293,0.9412,0.94154,0.97129,0.86489,0.9412,0.94154,0.97106,0.74781,0.49956,0.87564,0.51235,0.80032,0.000165174,0.000165174,0.000165174
124,2584.58,0.82054,1.36669,0.82478,0.87258,0.91975,0.95208,0.97616,0.87008,0.9198,0.94811,0.97383,0.74653,0.51859,0.91541,0.51869,0.80149,0.00016311,0.00016311,0.00016311
125,2604.79,0.81845,1.36768,0.82819,0.87374,0.9425,0.93636,0.97396,0.87481,0.9425,0.93636,0.97362,0.74484,0.47905,0.87776,0.50487,0.79825,0.000161045,0.000161045,0.000161045
126,2625.32,0.84476,1.42056,0.80948,0.87611,0.94733,0.94914,0.97419,0.87319,0.94733,0.94914,0.97354,0.75757,0.47984,0.88158,0.5021,0.79827,0.000158981,0.000158981,0.000158981
127,2645.86,0.80598,1.38512,0.81538,0.87707,0.93799,0.95678,0.97498,0.87654,0.93799,0.95678,0.97448,0.75708,0.48214,0.88309,0.49362,0.79864,0.000156917,0.000156917,0.000156917
128,2666.66,0.82134,1.37639,0.81315,0.87243,0.94598,0.97487,0.98204,0.88031,0.94419,0.97297,0.98091,0.75457,0.47423,0.886,0.49028,0.79809,0.000154853,0.000154853,0.000154853
129,2687.59,0.81576,1.41011,0.80191,0.86874,0.95683,0.94451,0.98057,0.88236,0.95683,0.94451,0.98057,0.76016,0.47017,0.86489,0.50224,0.79793,0.000152789,0.000152789,0.000152789
130,2708.9,0.79926,1.37388,0.80505,0.8772,0.94726,0.94566,0.97836,0.87782,0.94543,0.94377,0.97635,0.75385,0.47673,0.87291,0.4966,0.79828,0.000150725,0.000150725,0.000150725
131,2729.9,0.78902,1.33075,0.79423,0.86959,0.96504,0.95478,0.9831,0.87915,0.96504,0.95478,0.98309,0.76767,0.48176,0.8718,0.47619,0.79928,0.00014866,0.00014866,0.00014866
132,2750.81,0.78382,1.36095,0.77383,0.86687,0.94421,0.95874,0.98001,0.87971,0.94421,0.95874,0.98001,0.75109,0.49351,0.87078,0.48938,0.79872,0.000146596,0.000146596,0.000146596
133,2771.72,0.78994,1.34487,0.79248,0.87129,0.94241,0.97318,0.98052,0.87409,0.94241,0.97318,0.98052,0.75992,0.49244,0.88542,0.49392,0.80089,0.000144532,0.000144532,0.000144532
134,2792.02,0.74474,1.26639,0.77033,0.86368,0.95043,0.95725,0.9819,0.88128,0.94632,0.95356,0.9784,0.75859,0.46926,0.85036,0.48044,0.79738,0.000142468,0.000142468,0.000142468
135,2813.02,0.80305,1.40044,0.79918,0.86989,0.94784,0.9663,0.98078,0.87155,0.95057,0.9633,0.97891,0.7549,0.49706,0.87666,0.48693,0.80057,0.000140404,0.000140404,0.000140404
136,2834.18,0.80053,1.36142,0.78747,0.86919,0.94514,0.96728,0.98078,0.88486,0.94435,0.96452,0.97941,0.76721,0.46873,0.86256,0.49006,0.79759,0.00013834,0.00013834,0.00013834
137,2855.31,0.79381,1.32618,0.77837,0.86829,0.94721,0.97231,0.98169,0.88365,0.94541,0.97042,0.97953,0.75451,0.46418,0.86717,0.4811,0.7973,0.000136276,0.000136276,0.000136276
138,2876.1,0.76961,1.29247,0.77125,0.86472,0.96097,0.95056,0.98271,0.88071,0.96097,0.95056,0.98249,0.75883,0.48989,0.87106,0.48094,0.79934,0.000134211,0.000134211,0.000134211
139,2896.42,0.78329,1.31593,0.78724,0.86936,0.97157,0.93776,0.98076,0.88285,0.96918,0.93598,0.97899,0.7586,0.46497,0.85709,0.47434,0.79794,0.000132147,0.000132147,0.000132147
140,2917.17,0.77149,1.35822,0.75629,0.86089,0.96714,0.9608,0.98335,0.88425,0.96714,0.9608,0.98335,0.75473,0.47576,0.86085,0.47885,0.79937,0.000130083,0.000130083,0.000130083
141,2937.7,0.78748,1.29754,0.78646,0.86969,0.95725,0.95118,0.97963,0.88044,0.9554,0.94929,0.97759,0.76034,0.47808,0.85119,0.49205,0.79889,0.000128019,0.000128019,0.000128019
142,2958.03,0.73966,1.25256,0.74013,0.86014,0.96462,0.95164,0.97987,0.88242,0.9611,0.94777,0.97629,0.75824,0.47301,0.86536,0.47926,0.79675,0.000125955,0.000125955,0.000125955
143,2978.06,0.75032,1.2696,0.74061,0.86491,0.96372,0.95145,0.97996,0.88625,0.96179,0.94956,0.9765,0.74847,0.45544,0.86041,0.46916,0.79635,0.000123891,0.000123891,0.000123891
144,2999.23,0.75707,1.28203,0.73754,0.85932,0.96397,0.96115,0.9824,0.88669,0.96013,0.95736,0.97837,0.7493,0.46689,0.87218,0.47228,0.79669,0.000121827,0.000121827,0.000121827
145,3019.8,0.77932,1.32378,0.75656,0.86455,0.94564,0.95067,0.97898,0.88753,0.94267,0.94659,0.975,0.75649,0.46427,0.86278,0.48188,0.79738,0.000119762,0.000119762,0.000119762
146,3040.05,0.74883,1.31394,0.74272,0.85783,0.95348,0.95591,0.98344,0.88409,0.95626,0.95184,0.97996,0.7644,0.47888,0.87672,0.47393,0.79823,0.000117698,0.000117698,0.000117698
147,3060.43,0.74147,1.27044,0.74149,0.85945,0.9587,0.95321,0.98249,0.88643,0.95831,0.94814,0.97876,0.75355,0.46595,0.85609,0.46497,0.79711,0.000115634,0.000115634,0.000115634
148,3081.12,0.76147,1.34572,0.74477,0.85891,0.9509,0.96444,0.98521,0.89131,0.94723,0.96065,0.98163,0.75994,0.46092,0.8503,0.46567,0.79768,0.00011357,0.00011357,0.00011357
149,3101.95,0.7252,1.2318,0.73042,0.85677,0.95392,0.96573,0.98647,0.89105,0.95231,0.96254,0.98302,0.76645,0.46062,0.85048,0.45854,0.79816,0.000111506,0.000111506,0.000111506
150,3122.59,0.71754,1.26947,0.72286,0.85513,0.96794,0.9642,0.98663,0.88162,0.96753,0.96145,0.98337,0.75713,0.48202,0.88989,0.45361,0.79975,0.000109442,0.000109442,0.000109442
151,3143.93,0.75738,1.28644,0.74501,0.86214,0.97489,0.96688,0.98878,0.89331,0.97446,0.96417,0.98569,0.76656,0.4643,0.85065,0.45317,0.79735,0.000107378,0.000107378,0.000107378
152,3164.93,0.72581,1.25179,0.7167,0.85433,0.95349,0.96021,0.98454,0.89053,0.9558,0.94989,0.98091,0.75637,0.46911,0.85844,0.46594,0.79672,0.000105313,0.000105313,0.000105313
153,3186.04,0.73286,1.28485,0.74275,0.85595,0.94057,0.93915,0.97577,0.88017,0.9417,0.93768,0.97173,0.75149,0.46717,0.86632,0.47808,0.79697,0.000103249,0.000103249,0.000103249
154,3206.99,0.73886,1.2844,0.72403,0.85684,0.96344,0.96941,0.98383,0.89471,0.96344,0.96941,0.98246,0.765,0.45293,0.84465,0.45193,0.79656,0.000101185,0.000101185,0.000101185
155,3228.03,0.73581,1.24507,0.71859,0.85568,0.96359,0.96608,0.9854,0.8947,0.96185,0.96418,0.98247,0.76173,0.45075,0.84874,0.45691,0.7949,9.91209e-05,9.91209e-05,9.91209e-05
156,3248.69,0.76538,1.29181,0.71344,0.86479,0.95764,0.95188,0.98119,0.88604,0.95705,0.94707,0.97724,0.75476,0.46359,0.85144,0.46684,0.79616,9.70567e-05,9.70567e-05,9.70567e-05
157,3269.22,0.73143,1.27458,0.71763,0.8547,0.96633,0.95192,0.98373,0.8913,0.96467,0.94983,0.98045,0.77219,0.46372,0.85857,0.46241,0.79748,9.49926e-05,9.49926e-05,9.49926e-05
158,3290.51,0.70646,1.22256,0.71654,0.85818,0.97771,0.96337,0.98752,0.89406,0.98037,0.95768,0.98451,0.76257,0.4572,0.85865,0.44527,0.79649,9.29284e-05,9.29284e-05,9.29284e-05
159,3310.88,0.73474,1.28817,0.71627,0.85272,0.97136,0.97163,0.98933,0.89294,0.97411,0.96743,0.98628,0.77103,0.46311,0.83424,0.44406,0.79658,9.08643e-05,9.08643e-05,9.08643e-05
160,3331.33,0.73778,1.29021,0.73485,0.85346,0.95369,0.97136,0.98679,0.89663,0.96509,0.95676,0.98385,0.76241,0.45746,0.8431,0.45472,0.79654,8.88001e-05,8.88001e-05,8.88001e-05
161,3352.12,0.74653,1.28591,0.73664,0.85691,0.95525,0.96682,0.98259,0.88963,0.95525,0.96682,0.98021,0.76041,0.45794,0.86141,0.46057,0.79698,8.6736e-05,8.6736e-05,8.6736e-05
162,3372.45,0.72769,1.25841,0.71689,0.85161,0.95755,0.96003,0.98388,0.8938,0.96057,0.95884,0.98114,0.75802,0.44958,0.83516,0.45476,0.79663,8.46718e-05,8.46718e-05,8.46718e-05
163,3392.64,0.74294,1.26484,0.72541,0.85924,0.96818,0.9565,0.98607,0.89054,0.96818,0.9565,0.98328,0.77022,0.4662,0.84448,0.44525,0.79757,8.26077e-05,8.26077e-05,8.26077e-05
164,3413.08,0.70242,1.20234,0.70286,0.85193,0.95462,0.96757,0.9841,0.8927,0.95462,0.96757,0.98152,0.75135,0.45712,0.84941,0.45047,0.79666,8.05436e-05,8.05436e-05,8.05436e-05
165,3433.91,0.7021,1.21957,0.7158,0.85021,0.96607,0.96662,0.98596,0.888,0.96607,0.96662,0.98596,0.77076,0.48427,0.85806,0.44515,0.79805,7.84794e-05,7.84794e-05,7.84794e-05
166,3454.58,0.73664,1.2847,0.71516,0.85639,0.97413,0.95309,0.9849,0.89341,0.97413,0.95309,0.9823,0.76089,0.45094,0.87036,0.44566,0.79633,7.64153e-05,7.64153e-05,7.64153e-05
167,3475.17,0.71884,1.21481,0.70756,0.85575,0.96987,0.96,0.98599,0.89684,0.97255,0.95833,0.98452,0.76827,0.46341,0.87995,0.44642,0.79637,7.43511e-05,7.43511e-05,7.43511e-05
168,3496.17,0.70821,1.23176,0.69342,0.85246,0.95413,0.96838,0.98324,0.8911,0.95413,0.96838,0.98093,0.76541,0.45635,0.84833,0.44562,0.79618,7.2287e-05,7.2287e-05,7.2287e-05
169,3516.71,0.71538,1.22108,0.70775,0.85223,0.95874,0.97713,0.98787,0.89637,0.96001,0.96816,0.9849,0.76828,0.45774,0.84818,0.43875,0.79649,7.02228e-05,7.02228e-05,7.02228e-05
170,3537.83,0.70014,1.20095,0.69378,0.85261,0.97099,0.9651,0.98702,0.89705,0.96912,0.96321,0.98401,0.76872,0.44974,0.84424,0.43964,0.79508,6.81587e-05,6.81587e-05,6.81587e-05
171,3558.7,0.7152,1.23211,0.69875,0.85641,0.94805,0.97132,0.98548,0.89552,0.94623,0.96942,0.9826,0.77128,0.45884,0.84888,0.44214,0.79656,6.60945e-05,6.60945e-05,6.60945e-05
172,3579.71,0.68707,1.1978,0.69803,0.84619,0.97276,0.96051,0.98702,0.89549,0.97122,0.95824,0.98383,0.7594,0.4593,0.85928,0.44201,0.7951,6.40304e-05,6.40304e-05,6.40304e-05
173,3600.12,0.71116,1.22667,0.69388,0.84874,0.9707,0.96203,0.98677,0.89485,0.97143,0.96162,0.98537,0.76699,0.45171,0.85582,0.44388,0.79576,6.19662e-05,6.19662e-05,6.19662e-05
174,3620.84,0.70475,1.24019,0.69418,0.85255,0.97682,0.95607,0.98676,0.88922,0.97682,0.95607,0.98676,0.76939,0.46059,0.8493,0.44156,0.79616,5.99021e-05,5.99021e-05,5.99021e-05
175,3641.08,0.67957,1.16708,0.67814,0.84483,0.96648,0.95588,0.98559,0.89314,0.96514,0.9538,0.98259,0.76155,0.44993,0.84422,0.44128,0.79506,5.78379e-05,5.78379e-05,5.78379e-05
176,3662.25,0.70541,1.22264,0.67275,0.84912,0.96864,0.95404,0.98367,0.8943,0.96668,0.95171,0.98065,0.76527,0.45295,0.8536,0.44676,0.79457,5.57738e-05,5.57738e-05,5.57738e-05
177,3682.73,0.67826,1.15901,0.66368,0.84496,0.97446,0.95979,0.98454,0.89207,0.97374,0.95544,0.98161,0.76507,0.4524,0.86588,0.43627,0.79583,5.37096e-05,5.37096e-05,5.37096e-05
178,3703.73,0.69926,1.2378,0.68438,0.84788,0.96829,0.95725,0.98483,0.89439,0.97121,0.95622,0.98345,0.76752,0.44945,0.85041,0.43217,0.79604,5.16454e-05,5.16454e-05,5.16454e-05
179,3724.42,0.69858,1.22653,0.6857,0.85079,0.96976,0.96521,0.98627,0.89416,0.97202,0.96245,0.98346,0.76656,0.45752,0.85671,0.43207,0.7968,4.95813e-05,4.95813e-05,4.95813e-05
180,3745.1,0.71232,1.23238,0.68203,0.85285,0.97642,0.96341,0.98713,0.899,0.97447,0.96152,0.98544,0.76858,0.44017,0.84191,0.4307,0.79521,4.75171e-05,4.75171e-05,4.75171e-05
181,3765.41,0.68235,1.22078,0.67695,0.84443,0.96626,0.97244,0.98722,0.89523,0.96421,0.97062,0.98438,0.76276,0.44812,0.85559,0.42876,0.79549,4.5453e-05,4.5453e-05,4.5453e-05
182,3785.93,0.66804,1.16004,0.66807,0.84752,0.97083,0.96483,0.98692,0.90211,0.96977,0.96222,0.98389,0.7649,0.44175,0.84026,0.4298,0.79469,4.33888e-05,4.33888e-05,4.33888e-05
183,3806.38,0.67005,1.19143,0.66652,0.84279,0.97665,0.96212,0.986,0.89763,0.97606,0.95973,0.98316,0.76127,0.44429,0.84533,0.43459,0.79464,4.13247e-05,4.13247e-05,4.13247e-05
184,3827.74,0.68078,1.1739,0.66541,0.8472,0.97017,0.96738,0.98621,0.89952,0.97221,0.96015,0.98337,0.76477,0.44194,0.84595,0.43567,0.79447,3.92605e-05,3.92605e-05,3.92605e-05
185,3849.33,0.66561,1.16754,0.66511,0.84495,0.96833,0.97293,0.98723,0.8994,0.96886,0.97032,0.98424,0.76749,0.43968,0.84185,0.42873,0.79458,3.71964e-05,3.71964e-05,3.71964e-05
186,3870.1,0.68244,1.20854,0.65688,0.84486,0.97369,0.96803,0.98771,0.90019,0.97289,0.96525,0.98477,0.76623,0.43837,0.83634,0.42766,0.79451,3.51322e-05,3.51322e-05,3.51322e-05
187,3891.07,0.70364,1.24525,0.68266,0.84659,0.9673,0.96629,0.98766,0.89891,0.9756,0.95925,0.98486,0.76258,0.44404,0.84048,0.42627,0.79452,3.30681e-05,3.30681e-05,3.30681e-05
188,3911.84,0.67769,1.20305,0.6784,0.84087,0.97774,0.96121,0.98769,0.90093,0.97799,0.9604,0.98509,0.76519,0.43812,0.83824,0.42831,0.79395,3.10039e-05,3.10039e-05,3.10039e-05
189,3932.56,0.67579,1.19216,0.67375,0.84184,0.97509,0.96296,0.98855,0.90119,0.97841,0.96255,0.98714,0.76938,0.44249,0.84314,0.42424,0.79415,2.89398e-05,2.89398e-05,2.89398e-05
190,3953.19,0.67318,1.17256,0.66091,0.8431,0.97208,0.96719,0.98875,0.90164,0.97823,0.96283,0.98583,0.76801,0.44101,0.84561,0.42341,0.79486,2.68757e-05,2.68757e-05,2.68757e-05
191,3996.19,0.63973,1.10217,0.60796,0.83835,0.97899,0.96568,0.98857,0.9007,0.97707,0.96379,0.98559,0.76657,0.44416,0.84318,0.42611,0.79498,2.48115e-05,2.48115e-05,2.48115e-05
192,4017.55,0.63022,1.0839,0.60778,0.8374,0.97078,0.96464,0.98818,0.89904,0.96887,0.96275,0.98633,0.76578,0.44591,0.84916,0.43138,0.79554,2.27474e-05,2.27474e-05,2.27474e-05
193,4038.08,0.61348,1.0691,0.60474,0.8342,0.9733,0.9649,0.98837,0.89623,0.97128,0.96313,0.98663,0.76177,0.44934,0.85279,0.42935,0.79585,2.06832e-05,2.06832e-05,2.06832e-05
194,4058.34,0.6291,1.09371,0.5922,0.83316,0.97096,0.96246,0.98803,0.89676,0.96733,0.96132,0.98628,0.76643,0.44704,0.85207,0.42942,0.79533,1.86191e-05,1.86191e-05,1.86191e-05
195,4078.64,0.60498,1.05528,0.57796,0.83145,0.96664,0.96394,0.98724,0.89854,0.9648,0.96205,0.98416,0.76797,0.44676,0.85844,0.43172,0.79539,1.65549e-05,1.65549e-05,1.65549e-05
196,4098.61,0.61963,1.07133,0.59922,0.83437,0.9632,0.96607,0.9874,0.9,0.96136,0.96418,0.98431,0.76488,0.44408,0.85045,0.43124,0.795,1.44908e-05,1.44908e-05,1.44908e-05
197,4118.7,0.61331,1.07167,0.60435,0.83314,0.96739,0.95663,0.98666,0.90041,0.96546,0.95473,0.98374,0.76073,0.44439,0.85156,0.43005,0.79509,1.24266e-05,1.24266e-05,1.24266e-05
198,4138.71,0.60708,1.05535,0.58472,0.83146,0.96765,0.95584,0.98629,0.89825,0.96557,0.95406,0.98342,0.76377,0.44575,0.85711,0.43078,0.79544,1.03625e-05,1.03625e-05,1.03625e-05
199,4159.53,0.59981,1.05792,0.57757,0.82934,0.96905,0.95778,0.98664,0.89796,0.96702,0.95601,0.98371,0.76358,0.44575,0.85664,0.42929,0.79524,8.2983e-06,8.2983e-06,8.2983e-06
200,4180.18,0.5971,1.04329,0.57821,0.83,0.96803,0.95697,0.98668,0.89667,0.96616,0.95508,0.98376,0.76512,0.44552,0.85026,0.42919,0.79494,6.23415e-06,6.23415e-06,6.23415e-06
