epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,456.651,1.48553,2.27957,1.75457,1.23193,0.87234,0.7578,0.85662,0.58046,0.15032,0.19258,0.06926,0.02121,1.16874,1.38214,1.20289,1.02522,0.000373653,0.000373653,0.000373653
23,476.754,1.45511,2.30592,1.7508,1.22944,0.82711,0.75479,0.83787,0.58296,0.19253,0.24524,0.10777,0.03301,1.13602,1.34231,1.17418,1.03013,0.000371589,0.000371589,0.000371589
24,497.001,1.44929,2.23471,1.71964,1.22771,0.77394,0.79154,0.85328,0.55756,0.16043,0.26592,0.09211,0.02747,1.21365,1.38549,1.20231,1.0552,0.000369525,0.000369525,0.000369525
25,517.514,1.48819,2.28565,1.72627,1.2361,0.9035,0.76326,0.87883,0.6242,0.18352,0.23738,0.1038,0.03245,1.10767,1.27604,1.07603,1.03554,0.00036746,0.00036746,0.00036746
26,537.876,1.47653,2.21563,1.69586,1.22453,0.86726,0.77039,0.8639,0.59272,0.2339,0.21914,0.09688,0.02681,1.16341,1.31183,1.07113,1.06042,0.000365396,0.000365396,0.000365396
27,558.292,1.462,2.18569,1.65404,1.218,0.8639,0.70456,0.83477,0.55666,0.22576,0.18587,0.08741,0.0286,1.17672,1.2826,1.21184,1.04664,0.000363332,0.000363332,0.000363332
28,578.513,1.42209,2.17504,1.63377,1.20163,0.82799,0.79626,0.88359,0.61015,0.23184,0.30186,0.12239,0.04205,1.0975,1.29866,1.15321,0.99595,0.000361268,0.000361268,0.000361268
29,598.588,1.37942,2.10955,1.60934,1.18494,0.92085,0.78943,0.8949,0.60865,0.20974,0.27883,0.10597,0.02935,1.21902,1.2863,1.0792,1.0313,0.000359204,0.000359204,0.000359204
30,618.861,1.42361,2.16384,1.65902,1.2174,0.85195,0.79843,0.8737,0.59518,0.2068,0.24887,0.1192,0.03549,1.15822,1.27352,1.1142,1.02222,0.00035714,0.00035714,0.00035714
31,639.336,1.38979,2.06863,1.59377,1.20715,0.91715,0.78185,0.89914,0.60869,0.21727,0.26788,0.14731,0.05638,1.18509,1.19994,1.07615,1.01289,0.000355076,0.000355076,0.000355076
32,659.991,1.40071,2.11818,1.57646,1.19464,0.87466,0.79041,0.8837,0.63376,0.23185,0.30475,0.12978,0.04652,1.08816,1.18797,1.00337,1.02605,0.000353011,0.000353011,0.000353011
33,680.271,1.39057,2.16557,1.56596,1.2,0.87497,0.75074,0.86249,0.63187,0.27747,0.30185,0.16456,0.04604,1.06413,1.40058,1.04436,1.00683,0.000350947,0.000350947,0.000350947
34,700.559,1.38376,2.13066,1.52816,1.17981,0.9171,0.79689,0.88824,0.6576,0.31279,0.33504,0.20359,0.05246,1.09172,1.19056,0.99247,0.99517,0.000348883,0.000348883,0.000348883
35,721.014,1.38157,2.12238,1.53383,1.17902,0.90956,0.76104,0.88246,0.63984,0.30766,0.3496,0.23637,0.06616,1.03812,1.22653,1.00453,1.00104,0.000346819,0.000346819,0.000346819
36,741.87,1.3618,2.10887,1.52605,1.18639,0.85331,0.79098,0.87343,0.61577,0.22801,0.29068,0.13084,0.04594,1.09863,1.15515,1.00344,1.02499,0.000344755,0.000344755,0.000344755
37,762.586,1.3678,2.09459,1.50638,1.19399,0.85974,0.75064,0.85845,0.57305,0.19791,0.28517,0.1315,0.03375,1.12309,1.14964,1.15422,1.02357,0.000342691,0.000342691,0.000342691
38,783.047,1.34071,2.08549,1.48785,1.16967,0.86738,0.73079,0.85811,0.60557,0.30451,0.30983,0.18927,0.0506,1.07559,1.14715,1.12566,1.01726,0.000340626,0.000340626,0.000340626
39,802.947,1.34069,2.13836,1.49202,1.17356,0.89471,0.8201,0.91549,0.64507,0.2513,0.3125,0.1196,0.04095,1.13177,1.17035,1.09851,0.99328,0.000338562,0.000338562,0.000338562
40,823.46,1.33743,2.02323,1.4502,1.1634,0.84947,0.83586,0.88913,0.67755,0.27924,0.3485,0.16487,0.0535,0.97698,1.148,0.95509,0.97566,0.000336498,0.000336498,0.000336498
41,843.561,1.34953,2.05287,1.46055,1.16079,0.88408,0.8094,0.89885,0.68037,0.39244,0.38487,0.25655,0.07206,0.97768,1.15563,0.95124,0.95715,0.000334434,0.000334434,0.000334434
42,863.914,1.35544,2.07797,1.4474,1.16997,0.91265,0.8154,0.90398,0.65744,0.27653,0.35357,0.17313,0.05338,1.10833,1.22353,0.94963,0.97415,0.00033237,0.00033237,0.00033237
43,884.651,1.33434,2.06472,1.41981,1.15347,0.90035,0.80683,0.90237,0.6838,0.27103,0.33569,0.20167,0.05914,1.0037,1.20396,0.9147,0.96446,0.000330306,0.000330306,0.000330306
44,904.805,1.31643,1.96752,1.38303,1.14001,0.90378,0.84931,0.91835,0.71105,0.28218,0.34422,0.19259,0.06549,0.92012,1.10475,0.89228,0.9565,0.000328242,0.000328242,0.000328242
45,924.91,1.29655,1.98591,1.41189,1.15331,0.91095,0.80409,0.9053,0.68327,0.30862,0.32558,0.18715,0.05441,0.99811,1.10007,0.90548,0.95044,0.000326177,0.000326177,0.000326177
46,944.95,1.32524,2.05868,1.39504,1.14742,0.89243,0.83572,0.90393,0.66587,0.35566,0.37963,0.26953,0.08348,1.0662,1.14783,0.91218,0.97777,0.000324113,0.000324113,0.000324113
47,965.267,1.32696,2.07001,1.3887,1.14715,0.89486,0.85627,0.91925,0.68315,0.40537,0.42026,0.28813,0.08851,1.00163,1.07557,0.896,0.97332,0.000322049,0.000322049,0.000322049
48,985.862,1.31901,1.93265,1.3514,1.15911,0.91906,0.83427,0.91494,0.66895,0.32378,0.37529,0.19232,0.06394,1.09345,1.08603,0.89766,0.97091,0.000319985,0.000319985,0.000319985
49,1006.75,1.32013,2.02608,1.36323,1.13237,0.891,0.82193,0.90537,0.69134,0.36908,0.39592,0.23381,0.06465,0.99662,1.06936,0.90638,0.94622,0.000317921,0.000317921,0.000317921
50,1027.23,1.29453,2.04771,1.34254,1.12306,0.92836,0.80667,0.91188,0.67941,0.41852,0.44797,0.29405,0.0904,0.97022,1.10742,0.90402,0.95614,0.000315857,0.000315857,0.000315857
51,1047.37,1.30104,1.96741,1.32693,1.12643,0.90387,0.82096,0.91265,0.67325,0.39834,0.42428,0.29889,0.09657,1.04391,1.12084,0.89275,0.93507,0.000313792,0.000313792,0.000313792
52,1068.14,1.30483,1.93574,1.33561,1.14028,0.93841,0.8169,0.91804,0.70736,0.28032,0.35307,0.15514,0.04741,0.9735,1.07498,0.87253,0.93749,0.000311728,0.000311728,0.000311728
53,1088.61,1.26742,1.95632,1.29499,1.12649,0.90001,0.86363,0.91894,0.67597,0.43554,0.45233,0.32684,0.09807,0.99788,1.07983,0.82014,0.94455,0.000309664,0.000309664,0.000309664
54,1109.36,1.25981,1.92552,1.2848,1.13124,0.92813,0.78049,0.89959,0.70015,0.5276,0.5164,0.45901,0.12995,0.92533,1.01449,0.85889,0.93356,0.0003076,0.0003076,0.0003076
55,1130.08,1.27953,1.95813,1.29807,1.11877,0.92171,0.82582,0.91403,0.64821,0.36423,0.42236,0.24769,0.09036,1.1268,1.06942,0.87771,0.9508,0.000305536,0.000305536,0.000305536
56,1150.61,1.25743,1.93478,1.28612,1.13098,0.94212,0.85059,0.93018,0.72118,0.42099,0.41341,0.28749,0.09479,0.94106,1.08207,0.81912,0.92619,0.000303472,0.000303472,0.000303472
57,1171.34,1.23625,1.88817,1.25433,1.11627,0.88424,0.86326,0.92844,0.72111,0.40413,0.4619,0.27357,0.09318,0.97274,0.99302,0.81233,0.94505,0.000301408,0.000301408,0.000301408
58,1192.13,1.26701,1.97304,1.26869,1.10282,0.86022,0.85726,0.90657,0.67572,0.27802,0.39421,0.20895,0.07507,0.96931,1.00213,0.85707,0.92354,0.000299343,0.000299343,0.000299343
59,1212.55,1.22624,1.90521,1.258,1.11581,0.92073,0.8218,0.90843,0.71422,0.35167,0.4188,0.25568,0.07577,0.8909,1.09649,0.80343,0.92387,0.000297279,0.000297279,0.000297279
60,1233.19,1.2064,1.87877,1.2362,1.11114,0.88105,0.85561,0.91693,0.71374,0.39945,0.44713,0.27472,0.09294,0.92786,0.99601,0.80294,0.92678,0.000295215,0.000295215,0.000295215
61,1253.67,1.22794,1.89816,1.2313,1.1203,0.96328,0.80801,0.92798,0.71699,0.51268,0.55463,0.40588,0.12038,0.90135,1.06364,0.83209,0.91024,0.000293151,0.000293151,0.000293151
62,1274.92,1.24536,1.91007,1.24764,1.13003,0.94781,0.84039,0.92956,0.71292,0.48008,0.53516,0.40229,0.12308,0.97401,0.98783,0.83037,0.93551,0.000291087,0.000291087,0.000291087
63,1295.4,1.22554,1.90381,1.22745,1.1117,0.95411,0.83363,0.92715,0.72213,0.50792,0.54133,0.42238,0.12921,0.97576,0.98917,0.82985,0.93733,0.000289023,0.000289023,0.000289023
64,1315.6,1.22187,1.84613,1.22946,1.11099,0.91464,0.79999,0.9075,0.72448,0.50371,0.52345,0.41685,0.11944,0.90655,1.00234,0.79315,0.93434,0.000286959,0.000286959,0.000286959
65,1336.08,1.1968,1.85173,1.20316,1.10555,0.87442,0.86613,0.92421,0.73016,0.51603,0.55698,0.44317,0.12337,0.92705,0.99849,0.79724,0.92749,0.000284894,0.000284894,0.000284894
66,1356.54,1.21627,1.87175,1.21338,1.10279,0.91537,0.87248,0.93445,0.73154,0.63509,0.63635,0.56049,0.15831,0.94645,0.97664,0.79794,0.92243,0.00028283,0.00028283,0.00028283
67,1377.19,1.19792,1.77849,1.19604,1.10194,0.8925,0.86964,0.9311,0.72532,0.65278,0.68265,0.59864,0.17977,0.93314,0.93839,0.76621,0.92108,0.000280766,0.000280766,0.000280766
68,1398.19,1.21764,1.84806,1.19852,1.09876,0.92735,0.87846,0.9331,0.72773,0.60037,0.63704,0.54786,0.1763,0.93068,0.98717,0.79487,0.93698,0.000278702,0.000278702,0.000278702
69,1418.63,1.20382,1.84742,1.1773,1.09527,0.8569,0.868,0.91455,0.70173,0.50157,0.52811,0.40205,0.11958,0.96814,0.99204,0.78308,0.93038,0.000276638,0.000276638,0.000276638
70,1439.4,1.27882,1.86429,1.20299,1.11177,0.94214,0.85499,0.92884,0.74176,0.55814,0.59804,0.44795,0.14456,0.89828,1.01356,0.79089,0.9172,0.000274574,0.000274574,0.000274574
71,1460.27,1.18764,1.75128,1.16486,1.09168,0.95296,0.83243,0.9269,0.7214,0.63976,0.65258,0.55564,0.16852,0.93436,0.98318,0.82019,0.92154,0.000272509,0.000272509,0.000272509
72,1481.1,1.16729,1.70014,1.1357,1.08374,0.90008,0.86728,0.92159,0.70257,0.53866,0.54201,0.40408,0.11995,0.96424,0.96212,0.8188,0.93095,0.000270445,0.000270445,0.000270445
73,1501.68,1.1539,1.76996,1.14856,1.07876,0.94683,0.82206,0.92042,0.69303,0.55478,0.53861,0.44291,0.12878,0.96946,0.96781,0.83776,0.93609,0.000268381,0.000268381,0.000268381
74,1522.3,1.19821,1.79402,1.17098,1.09613,0.92693,0.8685,0.93208,0.73513,0.62769,0.63162,0.55951,0.18198,0.89359,0.9445,0.77294,0.90909,0.000266317,0.000266317,0.000266317
75,1543.03,1.15649,1.7549,1.1243,1.07592,0.91813,0.86395,0.91617,0.70561,0.65589,0.61581,0.51215,0.15177,0.97543,1.04778,0.77135,0.92482,0.000264253,0.000264253,0.000264253
76,1563.86,1.16205,1.76725,1.13296,1.07953,0.91096,0.87577,0.91675,0.7045,0.64897,0.65981,0.53129,0.16351,0.96141,0.92322,0.77594,0.90637,0.000262189,0.000262189,0.000262189
77,1584.24,1.15799,1.77125,1.10131,1.07752,0.93021,0.88486,0.93501,0.7272,0.6021,0.5943,0.47618,0.14856,0.96116,0.9457,0.74465,0.91426,0.000260125,0.000260125,0.000260125
78,1604.84,1.17409,1.75462,1.11482,1.087,0.88306,0.89497,0.93245,0.75015,0.66917,0.68634,0.62081,0.21551,0.89512,0.92748,0.75203,0.89262,0.00025806,0.00025806,0.00025806
79,1625.49,1.20621,1.83371,1.15644,1.09119,0.90119,0.8238,0.90593,0.69664,0.69642,0.70426,0.62406,0.18811,1.00129,0.9341,0.77949,0.91179,0.000255996,0.000255996,0.000255996
80,1646.69,1.17584,1.72453,1.12733,1.08664,0.92508,0.83938,0.92427,0.74414,0.63505,0.68029,0.62046,0.18492,0.88468,0.91381,0.73702,0.91727,0.000253932,0.000253932,0.000253932
81,1666.77,1.15203,1.73019,1.0977,1.08022,0.93914,0.8409,0.93408,0.74453,0.64265,0.71121,0.60828,0.18455,0.87802,0.90734,0.71564,0.89592,0.000251868,0.000251868,0.000251868
82,1686.84,1.20419,1.76497,1.10296,1.08265,0.93408,0.85857,0.93264,0.7378,0.64272,0.68995,0.58669,0.2093,0.92513,0.91065,0.74637,0.89506,0.000249804,0.000249804,0.000249804
83,1707.18,1.16999,1.71721,1.09104,1.07778,0.93674,0.86256,0.93415,0.77114,0.71977,0.71303,0.67039,0.21483,0.83602,0.89983,0.75083,0.88612,0.00024774,0.00024774,0.00024774
84,1727.87,1.19762,1.76273,1.11183,1.07769,0.93341,0.85166,0.92503,0.7349,0.73385,0.71386,0.69255,0.22722,0.89273,0.9508,0.78562,0.89764,0.000245676,0.000245676,0.000245676
85,1748.41,1.11968,1.68154,1.0856,1.07192,0.94964,0.84472,0.93316,0.73613,0.62156,0.62582,0.51381,0.162,0.87093,0.93299,0.73603,0.89605,0.000243611,0.000243611,0.000243611
86,1768.66,1.0973,1.6452,1.05573,1.068,0.91385,0.89792,0.94096,0.76251,0.59459,0.61509,0.50042,0.1657,0.87528,0.93107,0.74359,0.89593,0.000241547,0.000241547,0.000241547
87,1789.49,1.12878,1.74035,1.06046,1.06178,0.95291,0.84339,0.93323,0.69657,0.6288,0.6463,0.54039,0.16702,1.02963,0.91507,0.73056,0.91164,0.000239483,0.000239483,0.000239483
88,1810,1.14839,1.82442,1.11227,1.06529,0.93263,0.85901,0.93665,0.74529,0.54677,0.57267,0.43233,0.14737,0.89937,0.93769,0.76031,0.89725,0.000237419,0.000237419,0.000237419
89,1830.23,1.14643,1.78788,1.09807,1.07383,0.96748,0.87339,0.9434,0.71395,0.60215,0.60248,0.4727,0.15126,0.99568,0.9214,0.72021,0.91136,0.000235355,0.000235355,0.000235355
90,1850.63,1.15755,1.81127,1.09043,1.06867,0.92901,0.89647,0.94214,0.76159,0.72483,0.72098,0.63731,0.19526,0.83739,0.92648,0.70458,0.88442,0.000233291,0.000233291,0.000233291
91,1871.2,1.1618,1.7196,1.07545,1.06851,0.95889,0.87116,0.93635,0.73805,0.7348,0.70175,0.63537,0.20958,0.8549,0.91826,0.7546,0.87895,0.000231226,0.000231226,0.000231226
92,1892.23,1.16837,1.77613,1.09295,1.08264,0.93675,0.85831,0.9385,0.75397,0.72599,0.68003,0.64171,0.19947,0.82873,0.88539,0.75061,0.89994,0.000229162,0.000229162,0.000229162
93,1912.64,1.07486,1.66723,1.02723,1.05143,0.9416,0.85666,0.93775,0.73614,0.75598,0.72948,0.71723,0.24811,0.8984,0.90957,0.73133,0.91589,0.000227098,0.000227098,0.000227098
94,1933.01,1.09685,1.67323,1.03944,1.06123,0.92626,0.89512,0.9445,0.7325,0.79243,0.76862,0.73346,0.24259,0.87115,0.89308,0.68931,0.89784,0.000225034,0.000225034,0.000225034
95,1953.54,1.08038,1.627,1.03972,1.05749,0.91698,0.88798,0.93932,0.75023,0.71323,0.71955,0.65969,0.22158,0.84871,0.92281,0.71064,0.89807,0.00022297,0.00022297,0.00022297
96,1973.99,1.05954,1.60761,1.01905,1.05552,0.93537,0.86892,0.93752,0.7737,0.75725,0.70905,0.70254,0.22584,0.81076,0.88414,0.71064,0.88947,0.000220906,0.000220906,0.000220906
97,1994.77,1.10882,1.74573,1.04985,1.05911,0.89352,0.87278,0.92257,0.74756,0.70729,0.70943,0.64712,0.20086,0.84417,0.88132,0.72961,0.87703,0.000218842,0.000218842,0.000218842
98,2015.98,1.07936,1.66861,1.03323,1.05781,0.92987,0.87829,0.93092,0.76057,0.71498,0.67884,0.59231,0.21106,0.81875,0.83208,0.68968,0.87938,0.000216777,0.000216777,0.000216777
99,2035.81,1.12963,1.69283,1.04597,1.06479,0.96403,0.86463,0.93582,0.70066,0.69329,0.6332,0.58816,0.21548,0.99447,0.90505,0.74956,0.90035,0.000214713,0.000214713,0.000214713
100,2055.86,1.10273,1.69044,1.02476,1.05696,0.95378,0.87289,0.93281,0.74364,0.69324,0.68585,0.5919,0.2116,0.84159,0.8865,0.75086,0.89908,0.000212649,0.000212649,0.000212649
101,2076.14,1.11859,1.75346,1.04757,1.0569,0.94194,0.88552,0.93781,0.75791,0.71417,0.68333,0.60921,0.19958,0.85614,0.87513,0.71466,0.88468,0.000210585,0.000210585,0.000210585
102,2096.61,1.0726,1.63893,1.01277,1.05986,0.96294,0.85982,0.93534,0.76716,0.6124,0.60861,0.47983,0.16063,0.84233,0.93349,0.69286,0.88205,0.000208521,0.000208521,0.000208521
103,2117.24,1.07942,1.65866,1.01878,1.05198,0.92705,0.86108,0.92326,0.74121,0.6508,0.62681,0.52524,0.18593,0.86582,0.93048,0.74553,0.88618,0.000206457,0.000206457,0.000206457
104,2138.18,1.10642,1.66069,1.02449,1.04728,0.9309,0.87023,0.93256,0.75745,0.82287,0.802,0.78518,0.26698,0.85328,0.85818,0.68928,0.87676,0.000204393,0.000204393,0.000204393
105,2158.68,1.0651,1.62359,1.00406,1.05596,0.95049,0.8481,0.93398,0.70435,0.78854,0.7255,0.74154,0.25147,0.95957,0.8967,0.76895,0.9002,0.000202328,0.000202328,0.000202328
106,2179.39,1.06934,1.61631,1.00892,1.05165,0.96291,0.85757,0.935,0.74677,0.79477,0.79037,0.7734,0.27641,0.87082,0.83967,0.68304,0.8912,0.000200264,0.000200264,0.000200264
107,2199.57,1.06554,1.65392,1.00467,1.05025,0.9458,0.86375,0.93641,0.73623,0.77127,0.72324,0.71921,0.24749,0.89927,0.86477,0.69214,0.88739,0.0001982,0.0001982,0.0001982
108,2220.5,1.08327,1.62882,1.00936,1.04958,0.9456,0.87939,0.94098,0.76777,0.75183,0.70187,0.69261,0.20421,0.80735,0.87758,0.70981,0.8712,0.000196136,0.000196136,0.000196136
109,2241.21,1.10573,1.69794,1.03085,1.04466,0.95114,0.86676,0.93274,0.75906,0.62113,0.60154,0.51184,0.15715,0.82068,0.89867,0.70878,0.87006,0.000194072,0.000194072,0.000194072
110,2261.9,1.07025,1.64895,1.01089,1.03259,0.94421,0.8939,0.94319,0.78215,0.76809,0.73935,0.71082,0.25022,0.77924,0.84076,0.66204,0.87267,0.000192008,0.000192008,0.000192008
111,2282.49,1.0787,1.70173,1.001,1.04159,0.94827,0.88125,0.94289,0.76639,0.83103,0.78104,0.78555,0.27167,0.81145,0.78328,0.67231,0.86682,0.000189943,0.000189943,0.000189943
112,2303.23,1.05299,1.65701,0.98235,1.04479,0.95804,0.88475,0.94336,0.77818,0.82274,0.76334,0.758,0.28218,0.79514,0.8006,0.64777,0.86014,0.000187879,0.000187879,0.000187879
113,2323.87,1.05283,1.61657,0.98228,1.04283,0.92346,0.8728,0.93789,0.73969,0.5742,0.59796,0.47592,0.15839,0.87844,0.82273,0.70075,0.87646,0.000185815,0.000185815,0.000185815
114,2344.1,1.05628,1.60649,0.98041,1.02595,0.95533,0.88272,0.93916,0.76708,0.77901,0.73227,0.71392,0.23152,0.79748,0.84666,0.69001,0.85987,0.000183751,0.000183751,0.000183751
115,2364.37,1.02447,1.64748,0.99488,1.02946,0.92937,0.89112,0.94268,0.75376,0.81023,0.73812,0.7473,0.26661,0.83546,0.79831,0.68939,0.88018,0.000181687,0.000181687,0.000181687
116,2384.27,1.02052,1.6156,0.96014,1.03659,0.89823,0.89303,0.94128,0.77298,0.7773,0.7651,0.76285,0.25384,0.79401,0.80126,0.65678,0.85896,0.000179623,0.000179623,0.000179623
117,2404.93,1.04143,1.58828,0.96725,1.02921,0.95482,0.88874,0.94279,0.777,0.78061,0.74635,0.71167,0.25028,0.80663,0.8104,0.66128,0.8598,0.000177559,0.000177559,0.000177559
118,2425.35,1.05103,1.59943,0.98766,1.0315,0.95807,0.90069,0.94581,0.76447,0.72483,0.7082,0.62496,0.21578,0.79821,0.80864,0.66744,0.86651,0.000175494,0.000175494,0.000175494
119,2445.47,1.02934,1.58302,0.96635,1.02573,0.95158,0.89205,0.9459,0.75004,0.82315,0.77474,0.76734,0.27773,0.90311,0.81755,0.71551,0.87578,0.00017343,0.00017343,0.00017343
120,2466.27,1.04478,1.61339,0.95898,1.02361,0.93914,0.875,0.94491,0.77715,0.82063,0.76911,0.78704,0.2752,0.79581,0.82782,0.66031,0.85986,0.000171366,0.000171366,0.000171366
121,2487.17,1.05767,1.61893,0.96383,1.03285,0.96623,0.87743,0.9409,0.78567,0.76203,0.78419,0.7298,0.26455,0.77617,0.85006,0.67866,0.8613,0.000169302,0.000169302,0.000169302
122,2508.19,1.02011,1.57308,0.95296,1.02709,0.94443,0.89127,0.94291,0.78958,0.77991,0.74364,0.69664,0.23953,0.78205,0.84694,0.67593,0.86033,0.000167238,0.000167238,0.000167238
123,2528.95,0.99567,1.54784,0.92882,1.02267,0.93294,0.92172,0.94582,0.78364,0.84248,0.84424,0.83036,0.30649,0.79041,0.79505,0.67716,0.85041,0.000165174,0.000165174,0.000165174
124,2549.72,1.00244,1.52777,0.93371,1.02355,0.97889,0.86126,0.94273,0.77806,0.79253,0.76739,0.73321,0.26463,0.76317,0.84523,0.67271,0.84971,0.00016311,0.00016311,0.00016311
125,2570.15,1.05415,1.62813,0.97864,1.04,0.9549,0.90006,0.94253,0.78159,0.83065,0.78243,0.78927,0.28327,0.79554,0.80078,0.6476,0.85646,0.000161045,0.000161045,0.000161045
126,2590.3,1.01397,1.57261,0.96379,1.03633,0.96356,0.89115,0.94387,0.79224,0.79872,0.73753,0.72234,0.25163,0.7336,0.80281,0.63422,0.85672,0.000158981,0.000158981,0.000158981
127,2610.13,1.02102,1.58867,0.94556,1.03068,0.98099,0.8722,0.94403,0.77432,0.85395,0.75247,0.76412,0.29244,0.79735,0.79013,0.64992,0.85365,0.000156917,0.000156917,0.000156917
128,2631.05,1.00551,1.53932,0.93659,1.02991,0.9563,0.88722,0.94587,0.76512,0.82857,0.75551,0.77373,0.29049,0.84041,0.80473,0.66618,0.85848,0.000154853,0.000154853,0.000154853
129,2651.33,1.02701,1.55696,0.92773,1.02002,0.95895,0.86238,0.94312,0.77138,0.84004,0.76417,0.78606,0.30077,0.79777,0.78449,0.64662,0.85432,0.000152789,0.000152789,0.000152789
130,2672.02,1.01312,1.51294,0.92501,1.01952,0.96479,0.8604,0.94124,0.79304,0.84166,0.75382,0.78039,0.28132,0.76748,0.77389,0.63756,0.85085,0.000150725,0.000150725,0.000150725
